talk_id,comment_num,duration,talk_event,film_date,talk_languages,main_speaker,published_date,title,view_count,persuasive,inspiring,unconvincing,applause,laughter,norm_persuasive,norm_inspiring,norm_unconvincing,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function_words,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power_words,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space_var,time_var,work,leisure,home,money_words,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period_words,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,Moral,HarmVirtue,HarmVice,FairnessVirtue,FairnessVice,IngroupVirtue,IngroupVice,AuthorityVirtue,AuthorityVice,PurityVirtue,PurityVice,MoralityGeneral,affect_1h,posemo_1h,negemo_1h,anx_1h,anger_1h,sad_1h,affect_2h,posemo_2h,negemo_2h,anx_2h,anger_2h,sad_2h,affect_1q,posemo_1q,negemo_1q,anx_1q,anger_1q,sad_1q,affect_2q,posemo_2q,negemo_2q,anx_2q,anger_2q,sad_2q,affect_3q,posemo_3q,negemo_3q,anx_3q,anger_3q,sad_3q,affect_4q,posemo_4q,negemo_4q,anx_4q,anger_4q,sad_4q,posemo_change_h,negemo_change_h,affect_change_h,posemo_change_q,negemo_change_q,affect_change_q,published_year,Harm,Fairness,Purity,Ingroup,Authority
1322,49,956,TEDGlobal 2012,1340668800,20,Antony Gormley,1347030007,Sculpted space within and without,464213,6,68,26,1,4,12.92510119,146.48448019999998,56.00877184,1863,69.21,63.86,69.1,39.18,22.45,14.6,90.28,58.62,15.78,7.19,2.68,1.72,2.2,0.05,0.54,8.59,9.72,15.46,8.86,5.9,6.82,1.29,16.43,3.76,2.36,1.23,0.86,2.04,1.83,1.29,0.54,0.11,0.16,0.05,6.98,0.05,0.0,0.05,0.05,10.9,2.2,1.66,1.23,2.31,1.4,3.33,4.51,3.17,0.27,0.7,3.86,2.95,0.7,0.05,0.16,5.26,2.31,1.45,1.02,0.59,0.05,3.54,11.7,0.91,17.07,1.66,11.76,3.81,1.4,0.64,0.32,0.05,0.05,0.0,0.43,0.05,0.0,0.05,0.16,0.16,19.97,4.72,10.52,0.05,0.0,0.64,0.0,0.43,0.59,2.47,0.54,0.0,0.53,0.11,0.0,0.0,0.0,0.16,0.0,0.21,0.0,0.0,0.0,0.05,1.82,1.07,0.75,0.11,0.21,0.0,1.83,1.5,0.32,0.11,0.11,0.11,2.37,1.29,1.08,0.0,0.43,0.0,1.29,0.86,0.43,0.21,0.0,0.0,1.72,1.29,0.43,0.0,0.22,0.22,1.93,1.71,0.21,0.21,0.0,0.0,0.43,-0.43,0.86,0.42,-0.87,1.29,2012,0.11,0.0,0.0,0.16,0.21
1323,109,885,TEDGlobal 2012,1340755200,21,Jonathan Trent,1347116997,Energy from floating algae pods,809361,94,139,41,2,1,116.1410051,171.74042240000003,50.65724689,2377,54.93,81.6,18.25,50.92,32.56,17.8,79.89,56.63,16.03,7.28,0.97,4.21,1.3,0.04,0.76,8.71,7.19,14.26,9.05,5.89,8.71,0.55,16.15,2.61,1.81,2.82,1.39,1.94,2.1,1.72,0.38,0.08,0.04,0.04,7.74,0.0,0.04,0.0,0.08,11.57,1.81,2.9,2.15,2.86,0.59,2.73,1.81,1.3,0.21,0.13,1.72,0.08,0.17,0.04,1.39,8.16,4.29,1.64,1.64,0.63,0.25,2.23,11.15,1.56,12.24,2.36,7.99,2.02,2.61,0.04,0.04,0.42,0.04,0.08,0.25,0.0,0.0,0.0,0.21,0.0,14.3,3.37,7.19,0.0,0.0,0.59,0.0,0.25,0.08,2.57,0.25,0.0,0.63,0.08,0.04,0.0,0.0,0.04,0.08,0.04,0.0,0.08,0.0,0.25,1.93,1.6,0.34,0.17,0.0,0.08,2.28,1.85,0.42,0.0,0.08,0.0,2.02,1.85,0.17,0.17,0.0,0.0,1.85,1.34,0.5,0.17,0.0,0.17,1.52,1.18,0.34,0.0,0.17,0.0,3.04,2.53,0.51,0.0,0.0,0.0,0.25,0.08,0.17,0.68,0.34,0.34,2012,0.12,0.0,0.08,0.12,0.04
1324,159,1001,TEDxBoston 2012,1340323200,22,Kent Larson,1347199628,Brilliant designs to fit more people in every city,1052980,143,327,33,1,9,135.8050485,310.5472089,31.33962658,2748,61.6,89.58,36.92,62.35,18.57,17.83,84.75,54.88,14.88,7.42,0.69,2.84,2.98,0.25,0.66,7.46,8.26,13.5,9.86,5.64,6.8,0.95,15.76,3.38,1.97,1.49,2.33,2.37,2.95,2.4,0.47,0.0,0.11,0.11,10.99,0.07,0.29,0.22,0.15,9.93,1.97,1.56,1.64,2.55,1.35,2.51,1.49,0.91,0.47,0.07,1.46,0.18,0.91,0.0,0.36,7.86,3.93,1.09,1.46,1.27,0.29,2.95,13.36,1.16,15.72,2.58,9.64,3.71,2.22,1.09,1.16,0.58,0.04,0.04,0.36,0.07,0.0,0.07,0.18,0.0,17.79,6.4,6.99,0.0,0.0,0.11,0.0,0.62,0.0,2.95,0.73,0.0,0.69,0.14,0.04,0.04,0.0,0.11,0.04,0.0,0.0,0.0,0.07,0.25,2.77,2.19,0.51,0.0,0.15,0.15,3.12,2.61,0.44,0.0,0.07,0.07,3.51,2.64,0.73,0.0,0.29,0.15,2.03,1.74,0.29,0.0,0.0,0.15,2.62,2.18,0.44,0.0,0.0,0.0,3.62,3.04,0.43,0.0,0.14,0.14,0.42,-0.07,0.49,0.4,-0.3,0.7,2012,0.18,0.04,0.07,0.15,0.0
1325,169,1250,TEDxUSC,1336089600,27,Scott Fraser,1347289162,Why eyewitnesses get it wrong,1050633,269,59,56,4,5,256.036123,56.15662177,53.30120032,2464,73.35,76.62,28.17,46.73,24.89,18.55,86.61,57.18,15.46,8.12,2.19,1.5,1.18,1.99,1.26,7.35,9.86,14.73,8.2,5.19,6.37,1.14,14.37,3.41,2.92,2.48,1.58,2.56,2.64,1.87,0.73,0.08,0.32,0.0,9.86,0.61,0.08,0.12,2.44,10.51,3.29,1.42,1.22,0.97,2.15,1.95,3.65,2.35,0.61,0.24,1.62,1.38,0.2,0.04,0.04,6.62,1.87,0.73,3.08,0.85,0.57,5.24,7.51,0.77,13.31,1.87,8.08,3.53,1.99,0.24,0.28,0.45,0.0,0.24,0.57,0.0,0.0,0.2,0.37,0.0,16.76,4.14,8.12,0.08,0.0,0.81,0.04,0.41,0.57,1.87,0.73,0.0,1.58,0.04,0.16,0.04,0.0,0.16,0.04,0.61,0.04,0.0,0.0,0.49,3.16,2.43,0.73,0.0,0.41,0.0,2.11,1.3,0.73,0.16,0.24,0.0,2.91,1.62,1.29,0.0,0.81,0.0,3.41,3.25,0.16,0.0,0.0,0.0,1.63,1.3,0.16,0.0,0.0,0.0,2.6,1.3,1.3,0.32,0.49,0.0,-1.13,0.0,-1.13,-0.32,0.01,-0.33,2012,0.2,0.04,0.0,0.2,0.65
1326,96,742,TEDGlobal 2012,1340755200,28,Vikram Patel,1347375645,Mental health for all by involving all,933277,128,165,5,2,0,137.1511352,176.7963852,5.357466218,1993,85.94,70.1,38.62,67.5,36.24,23.88,86.25,50.28,11.39,5.37,2.31,1.35,0.85,0.1,0.75,6.02,7.12,16.86,6.47,5.47,5.57,0.5,12.44,6.62,3.46,1.56,1.96,3.36,4.87,3.51,1.3,0.25,0.2,0.5,7.83,0.35,0.15,0.3,0.25,12.04,2.91,2.31,1.51,2.51,1.81,1.96,0.8,0.55,0.15,0.05,4.92,0.25,4.67,0.0,0.0,5.47,2.41,1.51,1.66,0.7,0.1,2.66,9.48,0.75,13.7,1.76,9.13,3.01,2.71,0.35,0.25,0.4,0.0,0.2,0.45,0.0,0.0,0.15,0.3,0.0,13.65,3.46,8.08,0.0,0.0,0.1,0.0,0.55,0.1,1.05,0.2,0.1,2.9,1.35,0.25,0.05,0.1,0.6,0.1,0.35,0.0,0.0,0.1,0.0,4.91,2.71,2.1,0.4,0.4,0.6,4.82,4.32,0.5,0.1,0.0,0.4,5.01,2.2,2.61,0.6,0.2,0.6,4.81,3.21,1.6,0.2,0.6,0.6,4.44,3.43,1.01,0.2,0.0,0.81,5.21,5.21,0.0,0.0,0.0,0.0,1.61,-1.6,3.21,3.01,-2.61,5.62,2012,1.6,0.15,0.1,0.7,0.35
1327,455,865,TEDGlobal 2012,1340668800,27,Leslie T. Chang,1347462247,The voices of Chinas workers,1362071,204,218,100,3,2,149.7719282,160.0503938,73.41761186,1877,68.79,74.22,36.39,37.06,27.6,18.7,87.59,52.85,15.88,9.59,2.98,1.23,0.59,2.72,2.08,6.29,7.78,13.75,6.23,4.58,6.71,1.76,14.97,4.58,2.34,2.24,2.45,2.34,2.82,1.7,1.07,0.27,0.05,0.37,12.63,1.39,0.16,3.2,0.69,11.77,2.4,2.72,1.44,2.02,1.55,3.14,2.18,0.69,0.91,0.59,1.01,0.48,0.48,0.0,0.05,8.52,3.09,2.24,3.25,1.17,0.16,5.43,8.2,0.43,14.54,1.92,7.35,5.49,4.74,1.01,0.91,2.08,0.0,0.0,0.16,0.05,0.0,0.0,0.0,0.11,17.26,4.48,7.62,0.59,0.0,0.43,0.0,0.27,1.49,1.81,0.53,0.05,1.22,0.05,0.11,0.0,0.05,0.21,0.05,0.37,0.05,0.0,0.0,0.32,3.4,1.91,1.49,0.32,0.0,0.53,2.24,1.49,0.64,0.21,0.11,0.21,3.61,1.27,2.34,0.64,0.0,0.85,3.21,2.56,0.64,0.0,0.0,0.21,2.12,1.49,0.64,0.0,0.21,0.21,2.36,1.5,0.64,0.43,0.0,0.21,-0.42,-0.85,0.43,0.23,-1.7,1.93,2012,0.16,0.05,0.0,0.26,0.42
1328,96,898,TEDGlobal 2012,1340841600,23,Susan Solomon,1347549376,The promise of research with stem cells,832831,86,92,18,2,0,103.2622465,110.4665893,21.61302833,2232,45.85,79.14,29.34,28.01,42.11,17.29,87.63,58.15,15.64,7.66,0.76,3.49,2.28,0.31,0.81,7.97,7.12,13.17,10.71,6.27,8.38,1.25,17.79,3.72,1.93,1.48,1.21,2.06,3.36,1.75,1.61,0.0,0.09,0.22,9.63,0.18,0.0,0.0,0.36,13.44,2.33,2.2,1.79,2.46,1.3,5.29,1.25,0.85,0.13,0.27,5.2,1.16,3.72,0.0,0.22,7.93,3.9,1.66,1.21,0.81,0.67,3.99,11.34,1.61,11.47,2.28,6.0,3.36,2.78,0.13,0.18,0.54,0.0,0.22,0.45,0.0,0.13,0.18,0.18,0.0,15.77,3.09,9.18,0.04,0.0,0.0,0.0,0.31,0.09,2.87,0.18,0.0,1.91,0.18,0.22,0.0,0.0,0.18,0.0,0.04,0.0,0.0,1.16,0.13,2.97,1.62,1.35,0.0,0.18,0.09,3.75,1.87,1.87,0.0,0.0,0.36,3.05,1.97,1.08,0.0,0.36,0.18,2.89,1.27,1.63,0.0,0.0,0.0,5.35,2.14,3.21,0.0,0.0,0.53,2.14,1.6,0.53,0.0,0.0,0.18,0.25,0.52,-0.27,-0.37,-0.55,0.18,2012,0.4,0.0,1.16,0.18,0.04
1329,82,918,TEDGlobal 2012,1340755200,22,Wayne McGregor,1347634731,A choreographers creative process in real time,891589,11,135,56,18,2,12.33752323,151.41505780000003,62.80920918,2523,22.68,69.69,75.85,72.52,11.96,12.49,92.11,60.72,21.4,11.73,5.71,1.86,2.62,0.28,1.27,9.67,5.39,13.52,11.3,8.88,7.77,0.55,21.36,3.05,1.43,2.34,1.11,1.82,3.49,2.97,0.48,0.2,0.08,0.04,9.08,0.04,0.0,0.2,0.2,10.94,3.33,1.98,1.27,3.05,1.07,2.14,1.94,0.87,0.32,0.55,2.62,1.78,0.55,0.12,0.12,7.37,2.73,1.39,1.59,1.55,0.28,1.74,16.57,2.14,15.58,4.56,7.89,3.41,1.27,0.52,0.28,0.04,0.0,0.0,3.49,0.0,0.0,2.46,0.28,0.75,29.81,8.09,9.95,0.08,0.04,1.59,0.0,0.24,1.51,5.55,2.77,0.0,0.55,0.04,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.08,0.0,0.35,2.73,2.11,0.55,0.23,0.16,0.08,4.26,3.86,0.4,0.16,0.0,0.0,4.24,3.14,0.94,0.47,0.31,0.0,1.25,1.09,0.16,0.0,0.0,0.16,5.78,4.98,0.8,0.32,0.0,0.0,2.74,2.74,0.0,0.0,0.0,0.0,1.75,-0.15,1.9,-0.4,-0.94,0.54,2012,0.08,0.0,0.08,0.04,0.0
1330,78,1043,TEDGlobal 2012,1340755200,21,Beth Noveck,1347722978,Demand a more opensource government,516355,112,131,22,3,0,216.90503629999998,253.70142630000004,42.60634641,2849,74.86,85.87,32.15,74.18,25.9,22.29,87.19,54.16,12.95,6.74,0.81,4.25,0.56,0.32,0.81,6.21,7.76,15.44,7.93,5.05,6.88,1.51,14.81,4.14,2.18,1.83,1.58,1.58,3.72,3.16,0.56,0.04,0.14,0.11,11.51,0.0,0.11,0.0,0.35,10.14,1.26,2.39,1.19,1.61,1.12,3.26,1.33,0.81,0.35,0.18,0.77,0.21,0.32,0.0,0.18,14.67,5.76,2.56,5.27,2.0,0.18,2.11,11.41,1.12,14.39,2.21,8.04,4.18,6.77,0.74,0.56,0.91,0.04,0.04,0.7,0.0,0.46,0.11,0.21,0.0,15.8,4.53,7.9,0.07,0.0,0.32,0.0,0.49,0.28,1.93,0.21,0.07,1.33,0.03,0.07,0.07,0.0,0.42,0.0,0.24,0.07,0.1,0.0,0.31,3.51,2.95,0.56,0.07,0.07,0.14,3.93,3.37,0.56,0.0,0.21,0.07,2.96,2.68,0.28,0.14,0.0,0.14,4.06,3.22,0.84,0.0,0.14,0.14,3.35,2.79,0.56,0.0,0.14,0.14,4.52,3.95,0.56,0.0,0.28,0.0,0.42,0.0,0.42,1.27,0.28,0.99,2012,0.1,0.07,0.1,0.42,0.31
1331,211,855,TEDSalon London Spring 2012,1336608000,27,Tristram Stuart,1347803828,The global food waste scandal,1471114,417,406,18,2,7,283.4586579,275.9813312,12.23562552,2535,72.92,67.91,60.3,41.46,21.85,15.78,84.77,53.29,16.37,8.21,3.63,2.72,0.91,0.24,0.71,8.17,6.55,16.06,7.3,4.1,6.15,0.63,14.71,3.75,2.45,2.49,2.68,3.04,2.72,1.78,0.91,0.0,0.12,0.28,7.69,0.04,0.16,0.0,0.32,9.07,1.7,1.54,1.42,2.21,1.46,2.41,1.62,0.67,0.24,0.39,5.88,0.39,0.55,0.0,5.17,6.79,3.2,0.99,1.62,1.03,0.55,4.34,8.72,0.83,16.49,2.13,10.41,4.14,1.7,0.63,0.47,0.87,0.12,0.04,0.12,0.0,0.0,0.08,0.04,0.0,16.8,4.73,8.13,0.12,0.0,0.43,0.0,0.36,0.32,2.01,0.71,0.0,0.71,0.04,0.0,0.0,0.04,0.16,0.0,0.12,0.04,0.04,0.0,0.28,2.68,1.81,0.79,0.0,0.08,0.16,2.77,1.74,1.03,0.0,0.16,0.4,3.14,2.04,0.94,0.0,0.16,0.0,2.21,1.58,0.63,0.0,0.0,0.32,2.06,1.27,0.79,0.0,0.0,0.32,3.47,2.21,1.26,0.0,0.32,0.47,-0.07,0.24,-0.31,0.17,0.32,-0.15,2012,0.04,0.04,0.04,0.16,0.16
1332,165,866,TEDGlobal 2012,1340582400,32,Sarah-Jayne Blakemore,1347894086,The mysterious workings of the adolescent brain,2246203,191,187,31,2,6,85.03238576,83.25160282,13.80106785,2481,69.03,83.13,52.68,33.42,29.89,21.2,87.14,53.57,13.42,6.57,0.81,1.49,1.85,0.81,1.61,6.85,7.86,14.67,7.86,6.49,7.42,0.89,14.59,4.35,2.3,1.37,1.25,2.34,3.22,1.77,1.33,0.6,0.2,0.08,11.21,0.28,0.24,0.24,1.13,10.96,2.74,1.98,0.6,2.78,0.77,3.26,3.22,2.42,0.6,0.16,2.58,1.73,0.64,0.0,0.12,7.62,2.38,1.09,2.46,1.37,0.85,1.77,11.33,0.89,16.0,2.1,8.95,4.88,2.02,0.73,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.08,0.08,0.0,16.65,3.71,7.5,0.04,0.04,0.16,0.0,0.89,0.44,3.14,0.73,0.0,0.6,0.0,0.04,0.0,0.0,0.12,0.04,0.2,0.0,0.0,0.0,0.2,2.43,1.38,0.89,0.08,0.24,0.16,4.01,2.17,1.77,1.12,0.16,0.0,1.62,0.81,0.81,0.16,0.32,0.0,3.25,1.95,0.97,0.0,0.16,0.32,2.57,1.77,0.8,0.16,0.0,0.0,5.45,2.56,2.72,2.08,0.32,0.0,0.79,0.88,-0.09,1.75,1.91,-0.16,2012,0.04,0.0,0.0,0.16,0.2
1333,128,591,TEDGlobal 2012,1340668800,34,Julian Treasure,1347980455,Why architects need to use their ears,1225395,307,221,5,3,4,250.5314613,180.3500096,4.080316959,1596,54.49,79.41,43.71,55.29,17.16,19.11,88.53,54.32,15.85,7.64,2.13,2.69,1.75,0.0,1.07,8.21,6.89,12.97,9.59,5.45,6.14,1.75,16.48,3.95,2.26,2.69,2.82,2.76,3.82,2.69,1.13,0.13,0.19,0.38,10.53,0.06,0.19,0.0,0.06,8.9,1.57,2.07,1.13,1.82,0.94,2.88,4.57,0.75,3.57,0.13,2.44,1.07,1.07,0.0,0.25,10.15,3.88,1.88,3.51,1.32,0.56,2.07,13.72,0.44,14.6,1.69,8.9,4.26,4.07,0.31,0.75,0.75,0.0,0.0,0.94,0.0,0.44,0.25,0.38,0.0,19.92,6.7,7.27,0.19,0.0,0.56,0.0,0.38,0.25,2.94,1.63,0.0,1.06,0.12,0.25,0.06,0.06,0.19,0.0,0.06,0.0,0.0,0.0,0.31,4.15,2.64,1.51,0.25,0.25,0.5,3.5,2.75,0.75,0.0,0.12,0.25,4.08,3.06,1.02,0.26,0.26,0.26,4.21,2.23,1.98,0.25,0.25,0.74,2.73,1.49,1.24,0.0,0.25,0.5,4.28,4.03,0.25,0.0,0.0,0.0,0.11,-0.76,0.87,0.97,-0.77,1.74,2012,0.37,0.12,0.0,0.19,0.06
1334,94,719,TEDGlobal 2012,1340755200,28,Andrew Blum,1348067318,Discover the physical side of the internet,1337967,21,51,20,3,7,15.69545437,38.11753205,14.94805178,2299,68.52,68.37,65.83,30.94,22.99,15.48,84.38,58.33,15.62,7.09,1.91,1.09,1.57,0.96,1.57,8.48,9.61,14.79,7.53,4.83,9.44,0.74,14.66,4.05,2.39,1.52,2.7,1.96,1.22,0.74,0.43,0.09,0.04,0.04,7.87,0.0,0.26,0.09,1.09,9.4,2.26,0.96,1.35,3.0,1.17,3.09,2.87,2.09,0.35,0.26,1.22,0.13,0.65,0.0,0.48,4.57,1.87,0.48,1.52,0.78,0.13,4.65,8.09,1.48,18.49,2.22,11.35,5.26,1.0,0.48,0.22,0.3,0.0,0.0,0.09,0.0,0.04,0.0,0.04,0.0,16.31,4.61,7.83,0.0,0.0,0.35,0.0,0.3,0.35,2.0,0.87,0.0,0.17,0.0,0.0,0.0,0.0,0.13,0.0,0.04,0.0,0.0,0.0,0.0,1.31,0.7,0.52,0.09,0.0,0.09,1.13,0.78,0.35,0.09,0.09,0.0,0.7,0.35,0.35,0.0,0.0,0.17,1.91,1.04,0.69,0.17,0.0,0.0,0.69,0.35,0.35,0.0,0.17,0.0,1.57,1.22,0.35,0.17,0.0,0.0,0.08,-0.17,0.25,0.87,0.0,0.87,2012,0.0,0.0,0.0,0.13,0.04
1335,91,561,TEDxExeter,1334880000,28,Bandi Mbubi,1348152984,Demand a fair trade cell phone,587181,156,108,30,1,1,265.6761714,183.9296571,51.09157142,894,79.97,82.34,30.91,33.49,17.19,19.91,83.0,52.35,11.74,7.38,2.57,1.79,2.46,0.0,0.56,4.36,9.06,13.87,8.72,3.91,6.26,1.01,13.76,4.03,1.68,1.45,1.57,1.45,4.47,2.46,2.01,0.34,0.78,0.56,11.07,0.67,0.34,0.11,0.22,9.62,1.12,2.91,1.45,1.34,1.45,2.35,2.46,0.34,1.57,0.56,1.68,0.67,0.22,0.22,0.22,10.18,4.36,1.12,3.69,1.01,0.34,3.47,10.18,0.22,13.42,1.79,8.28,3.47,2.35,0.56,0.78,1.45,0.22,0.34,0.11,0.11,0.0,0.0,0.0,0.0,15.1,7.05,5.48,0.11,0.0,0.67,0.0,1.01,0.0,0.34,0.45,0.0,1.68,0.0,0.34,0.45,0.0,0.45,0.0,0.22,0.0,0.11,0.0,0.11,4.7,1.79,2.91,0.45,1.57,0.45,4.25,3.13,1.12,0.22,0.0,0.67,2.69,2.24,0.45,0.0,0.0,0.0,6.7,1.34,5.36,0.89,3.12,0.89,1.81,1.81,0.0,0.0,0.0,0.0,6.64,4.42,2.21,0.44,0.0,1.33,1.34,-1.79,3.13,2.18,1.76,0.42,2012,0.34,0.45,0.11,0.45,0.22
1336,81,741,TEDMED 2012,1334102400,26,Ed Gavagan,1348236909,A story about knots and surgeons,924318,12,351,2,3,14,12.98254497,379.7394403,2.163757495,1760,31.15,66.5,74.46,28.61,34.51,10.85,91.42,63.12,20.57,13.81,6.76,0.45,2.73,2.16,1.7,6.76,6.42,14.09,10.62,5.34,10.23,1.14,20.97,2.27,1.99,1.19,1.25,1.08,2.44,1.31,1.14,0.06,0.11,0.23,10.85,0.0,0.74,0.28,2.67,8.01,2.33,0.8,0.57,2.1,1.08,1.88,3.12,1.25,0.62,1.25,3.24,2.16,1.02,0.0,0.06,6.42,0.85,1.19,2.39,2.16,0.28,6.25,11.31,1.99,16.7,3.41,8.81,4.72,1.31,0.28,0.34,0.11,0.0,0.17,0.34,0.0,0.11,0.06,0.06,0.11,23.18,3.24,11.82,0.0,0.0,0.17,0.0,0.51,1.48,4.03,1.93,0.0,0.34,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,1.8,0.79,1.01,0.0,0.23,0.23,3.1,1.83,1.26,0.11,0.0,0.23,1.13,0.9,0.23,0.0,0.23,0.0,2.48,0.68,1.81,0.0,0.23,0.45,3.2,1.14,2.06,0.23,0.0,0.46,2.98,2.52,0.46,0.0,0.0,0.0,1.04,0.25,0.79,1.62,0.23,1.39,2012,0.11,0.0,0.0,0.0,0.0
1337,169,1186,TEDGlobal 2012,1340668800,23,Rachel Botsman,1348328337,The currency of the new economy is trust,1239316,258,389,32,3,3,208.1793505,313.8828192,25.82069464,2960,66.95,83.05,38.56,81.25,25.52,20.95,84.32,52.33,14.02,7.77,1.55,2.13,1.39,1.79,0.91,6.22,7.03,14.16,8.51,6.15,6.08,0.78,15.57,4.43,2.67,2.4,2.33,2.2,4.36,3.61,0.54,0.03,0.07,0.2,11.35,0.14,0.27,0.27,1.66,11.39,2.8,2.7,1.05,2.36,0.74,2.94,1.59,0.74,0.44,0.24,1.01,0.27,0.37,0.03,0.27,9.16,3.55,1.59,2.43,1.22,0.84,2.97,12.03,1.11,14.8,1.76,8.01,5.3,3.18,0.68,0.74,2.16,0.07,0.07,0.41,0.03,0.07,0.2,0.1,0.0,16.05,4.53,6.89,0.17,0.0,0.41,0.0,0.84,0.07,2.6,0.41,0.14,1.11,0.03,0.0,0.0,0.0,0.27,0.0,0.17,0.07,0.07,0.0,0.5,4.25,3.3,0.74,0.07,0.07,0.2,4.47,3.93,0.34,0.0,0.07,0.2,2.57,1.89,0.54,0.0,0.0,0.27,5.93,4.72,0.94,0.13,0.13,0.13,3.8,3.12,0.41,0.0,0.14,0.27,5.13,4.72,0.27,0.0,0.0,0.13,0.63,-0.4,1.03,2.83,-0.27,3.1,2012,0.03,0.0,0.07,0.27,0.24
1338,260,847,TEDxBoston 2012,1338768000,26,Andrew McAfee,1348413016,Are droids taking our jobs,956324,208,194,46,1,8,217.4995085,202.8601185,48.10085285,2440,57.23,69.0,61.46,73.25,28.05,18.65,89.63,56.52,14.26,7.01,2.13,2.42,0.9,0.37,1.19,7.25,8.11,13.69,9.34,6.23,8.16,1.76,17.83,4.88,2.34,2.79,1.31,2.79,3.85,3.2,0.66,0.08,0.16,0.12,8.98,0.0,0.16,0.04,0.45,11.72,2.05,1.68,0.9,3.2,1.72,3.36,1.93,0.98,0.66,0.25,0.9,0.33,0.7,0.0,0.04,9.47,2.75,2.62,2.91,2.17,0.29,2.99,12.83,2.09,16.48,2.83,7.99,6.11,4.1,0.25,0.12,1.35,0.08,0.08,0.41,0.08,0.0,0.2,0.08,0.0,17.62,4.63,6.97,0.2,0.16,0.2,0.08,0.78,0.9,2.95,0.74,0.0,0.45,0.0,0.0,0.12,0.0,0.08,0.04,0.04,0.0,0.0,0.0,0.16,3.76,3.27,0.49,0.0,0.08,0.08,3.95,3.12,0.82,0.16,0.25,0.16,2.63,2.13,0.49,0.0,0.0,0.16,4.89,4.4,0.49,0.0,0.16,0.0,2.48,1.65,0.83,0.17,0.33,0.0,5.4,4.58,0.82,0.16,0.16,0.33,-0.15,0.33,-0.48,2.45,0.33,2.12,2012,0.0,0.12,0.0,0.12,0.04
1339,45,803,TEDGlobal 2012,1340755200,27,Read Montague,1348498974,What were learning from  brains,693628,15,38,45,2,3,21.62542458,54.78440893,64.87627374,2516,50.54,95.12,31.83,58.1,18.1,17.53,88.24,56.6,19.16,9.9,1.31,3.06,3.78,0.56,1.19,9.26,6.76,13.83,8.94,4.97,7.07,0.76,16.18,3.58,1.51,1.59,1.87,2.15,3.62,2.66,0.95,0.0,0.32,0.2,14.94,0.16,0.12,0.4,0.28,11.33,2.5,2.27,1.07,2.58,1.03,3.1,1.79,1.11,0.4,0.16,2.58,1.47,0.6,0.12,0.24,8.47,5.01,0.91,1.59,0.91,0.24,2.31,12.56,0.87,12.88,2.11,7.87,2.98,1.75,0.83,0.08,0.48,0.12,0.16,0.72,0.04,0.0,0.32,0.28,0.04,18.44,5.72,7.51,0.08,0.0,0.44,0.0,0.36,0.24,3.7,0.4,0.0,1.3,0.04,0.16,0.0,0.08,0.04,0.16,0.2,0.0,0.0,0.12,0.51,4.11,3.16,0.95,0.0,0.4,0.16,3.12,2.16,0.96,0.0,0.24,0.24,3.49,2.69,0.79,0.0,0.32,0.0,4.73,3.63,1.1,0.0,0.47,0.32,2.88,1.6,1.28,0.0,0.32,0.16,3.36,2.72,0.64,0.0,0.16,0.32,-1.0,0.01,-1.01,0.03,-0.15,0.18,2012,0.2,0.08,0.12,0.2,0.2
